Feature_ID	ntips_ML_glottolog	zeroes_ML_glottolog	ones_ML_glottolog	min_percent_ML_glottolog	min_ML_glottolog	Proto-language	Prediction	Feature	Source (Latex)	Source	Comment	Language_ID	conflict	glottolog_ML_prediction	glottolog_ML_prediction_0	glottolog_ML_prediction_1	ML result (Glottolog-tree)	Abbreviation	Question
GB057	244	181	63	0.2581967213114754	63	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.008245999092730107	0.99175400090727	NA	GB057 NUMClassif	Are there numeral classifiers?
GB057	244	181	63	0.2581967213114754	63	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.15995145833423688	0.840048541665763	NA	GB057 NUMClassif	Are there numeral classifiers?
GB058	251	112	139	0.44621513944223107	112	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.0030866919741553978	0.9969133080258447	True Positive	GB058 POSSClassifier	Are there possessive classifiers?
GB058	251	112	139	0.44621513944223107	112	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.011847909358325007	0.988152090641675	NA	GB058 POSSClassifier	Are there possessive classifiers?
GB058	251	112	139	0.44621513944223107	112	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8289271763113335	0.17107282368866653	NA	GB058 POSSClassifier	Are there possessive classifiers?
GB058	251	112	139	0.44621513944223107	112	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9870832537087625	0.012916746291237487	NA	GB058 POSSClassifier	Are there possessive classifiers?
GB059	260	10	250	0.038461538461538464	10	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.03845582809156322	0.9615441719084368	True Positive	GB059 POSSAlienability	Is the adnominal possessive construction different for alienable and inalienable nouns?
GB059	260	10	250	0.038461538461538464	10	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	0.03845577326304784	0.9615442267369522	True Positive	GB059 POSSAlienability	Is the adnominal possessive construction different for alienable and inalienable nouns?
GB059	260	10	250	0.038461538461538464	10	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.038672800660627456	0.9613271993393725	NA	GB059 POSSAlienability	Is the adnominal possessive construction different for alienable and inalienable nouns?
GB059	260	10	250	0.038461538461538464	10	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.03845577128665821	0.9615442287133417	NA	GB059 POSSAlienability	Is the adnominal possessive construction different for alienable and inalienable nouns?
GB065a	262	108	154	0.4122137404580153	108	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	0.996030822531711	0.003969177468288985	False Negative	GB065a POSSOrder_PSR-PSD	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSR-PSD?
GB065a	262	108	154	0.4122137404580153	108	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.34584899477985476	0.6541510052201452	NA	GB065a POSSOrder_PSR-PSD	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSR-PSD?
GB065a	262	108	154	0.4122137404580153	108	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.35921292098025315	0.6407870790197469	NA	GB065a POSSOrder_PSR-PSD	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSR-PSD?
GB065a	262	108	154	0.4122137404580153	108	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.01561787939606679	0.9843821206039332	NA	GB065a POSSOrder_PSR-PSD	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSR-PSD?
GB065b	262	61	201	0.23282442748091603	61	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	3.4373494326566338e-6	0.9999965626505672	True Positive	GB065b POSSOrder_PSD-PSR	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSD-PSR?
GB065b	262	61	201	0.23282442748091603	61	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	5.778427350799188e-4	0.99942215726492	NA	GB065b POSSOrder_PSD-PSR	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSD-PSR?
GB065b	262	61	201	0.23282442748091603	61	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.0034302660898636135	0.9965697339101364	NA	GB065b POSSOrder_PSD-PSR	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSD-PSR?
GB065b	262	61	201	0.23282442748091603	61	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.008547758220910454	0.9914522417790895	NA	GB065b POSSOrder_PSD-PSR	Is the pragmatically unmarked order of adnominal possessor noun and possessed noun PSD-PSR?
GB068	223	66	157	0.29596412556053814	66	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.1572848460307682	0.8427151539692317	True Positive	GB068 PredAdjLikeV	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?
GB068	223	66	157	0.29596412556053814	66	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.04206519336147019	0.9579348066385299	NA	GB068 PredAdjLikeV	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?
GB068	223	66	157	0.29596412556053814	66	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.29382491169305824	0.7061750883069418	NA	GB068 PredAdjLikeV	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?
GB068	223	66	157	0.29596412556053814	66	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.03404592753519174	0.9659540724648082	NA	GB068 PredAdjLikeV	Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?
GB069	206	135	71	0.3446601941747573	71	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.6701026511746113	0.3298973488253886	NA	GB069 AttrAdjLikeV	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?
GB069	206	135	71	0.3446601941747573	71	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.6283162556614051	0.37168374433859486	NA	GB069 AttrAdjLikeV	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?
GB069	206	135	71	0.3446601941747573	71	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7951110669999004	0.20488893300009958	NA	GB069 AttrAdjLikeV	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?
GB069	206	135	71	0.3446601941747573	71	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9094469938232894	0.09055300617671057	NA	GB069 AttrAdjLikeV	Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?
GB070	258	241	17	0.06589147286821706	17	Proto-Polynesian	0	NA	NA	NA	NA	NA	NA	Absent	0.9557427738082751	0.04425722619172483	True Negative	GB070 CoreCaseNoun	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?
GB070	258	241	17	0.06589147286821706	17	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9653868387661806	0.03461316123381944	NA	GB070 CoreCaseNoun	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?
GB070	258	241	17	0.06589147286821706	17	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9677770239302022	0.03222297606979781	NA	GB070 CoreCaseNoun	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?
GB070	258	241	17	0.06589147286821706	17	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9611672897175103	0.038832710282489684	NA	GB070 CoreCaseNoun	Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?
GB071	255	191	64	0.25098039215686274	64	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Absent	0.6102483065081595	0.38975169349184036	True Negative	GB071 CoreCasePRO	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?
GB071	255	191	64	0.25098039215686274	64	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8381277660342247	0.1618722339657754	NA	GB071 CoreCasePRO	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?
GB071	255	191	64	0.25098039215686274	64	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8303562297350114	0.16964377026498859	NA	GB071 CoreCasePRO	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?
GB071	255	191	64	0.25098039215686274	64	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.7840553320852783	0.21594466791472164	NA	GB071 CoreCasePRO	Are there morphological cases for pronominal core arguments (i.e. S/A/P)?
GB072	256	213	43	0.16796875	43	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9995659986472009	4.340013527991104e-4	NA	GB072 ObliqueCaseNoun	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?
GB072	256	213	43	0.16796875	43	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9960827317796263	0.003917268220373718	NA	GB072 ObliqueCaseNoun	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?
GB072	256	213	43	0.16796875	43	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9890389947679024	0.01096100523209773	NA	GB072 ObliqueCaseNoun	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?
GB072	256	213	43	0.16796875	43	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9872085837720826	0.012791416227917343	NA	GB072 ObliqueCaseNoun	Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?
GB073	248	187	61	0.24596774193548387	61	Proto-Central Pacific	0	NA	NA	NA	NA	NA	NA	Absent	0.7214709160384517	0.27852908396154824	True Negative	GB073 ObliqueCasePRO	Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?
GB073	248	187	61	0.24596774193548387	61	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.8248693233425131	0.17513067665748697	NA	GB073 ObliqueCasePRO	Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?
GB073	248	187	61	0.24596774193548387	61	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8869340511215869	0.11306594887841319	NA	GB073 ObliqueCasePRO	Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?
GB073	248	187	61	0.24596774193548387	61	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.8987025641182755	0.10129743588172442	NA	GB073 ObliqueCasePRO	Are there morphological cases for independent oblique personal pronominal arguments (i.e. not S/A/P)?
GB074	266	25	241	0.09398496240601503	25	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	2.200505098320538e-9	0.9999999977994949	True Positive	GB074 Prepositions	Are there prepositions?
GB074	266	25	241	0.09398496240601503	25	Proto-Polynesian	1	NA	NA	NA	NA	NA	NA	Present	4.7373900925736954e-4	0.9995262609907426	True Positive	GB074 Prepositions	Are there prepositions?
GB074	266	25	241	0.09398496240601503	25	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	6.178088048023314e-5	0.9999382191195197	NA	GB074 Prepositions	Are there prepositions?
GB074	266	25	241	0.09398496240601503	25	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	4.3341996245566746e-4	0.9995665800375443	NA	GB074 Prepositions	Are there prepositions?
GB075	256	208	48	0.1875	48	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9999936062960993	6.393703900683167e-6	True Negative	GB075 Postpositions	Are there postpositions?
GB075	256	208	48	0.1875	48	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9995806270812635	4.19372918736491e-4	NA	GB075 Postpositions	Are there postpositions?
GB075	256	208	48	0.1875	48	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9976189799197809	0.0023810200802192065	NA	GB075 Postpositions	Are there postpositions?
GB075	256	208	48	0.1875	48	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9978546112076655	0.0021453887923344795	NA	GB075 Postpositions	Are there postpositions?
GB079	262	23	239	0.08778625954198473	23	Proto-Central Pacific	1	NA	NA	NA	NA	NA	NA	Present	0.035758188057407006	0.9642418119425931	True Positive	GB079 VPrefixing	Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB079	262	23	239	0.08778625954198473	23	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Present	0.028498108936678472	0.9715018910633216	True Positive	GB079 VPrefixing	Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB079	262	23	239	0.08778625954198473	23	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.10786382953897129	0.8921361704610287	NA	GB079 VPrefixing	Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB079	262	23	239	0.08778625954198473	23	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.21513988940823886	0.7848601105917611	NA	GB079 VPrefixing	Do verbs have prefixes/proclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB080	261	56	205	0.21455938697318008	56	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Present	0.01066678165298384	0.9893332183470162	NA	GB080 VSuffixing	Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB080	261	56	205	0.21455938697318008	56	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Present	0.021900961647312776	0.9780990383526872	NA	GB080 VSuffixing	Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB080	261	56	205	0.21455938697318008	56	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Present	0.13321309927732314	0.8667869007226768	NA	GB080 VSuffixing	Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB080	261	56	205	0.21455938697318008	56	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.71066108799312655	0.2893389120068734	NA	GB080 VSuffixing	Do verbs have suffixes/enclitics, other than those that only mark A, S or P (do include portmanteau: A & S + TAM)?
GB081	245	222	23	0.09387755102040816	23	Proto-Oceanic	NA	NA	NA	NA	NA	NA	NA	Absent	0.9988505230225628	0.0011494769774371626	NA	GB081 VInfix	Is there productive infixation in verbs?
GB081	245	222	23	0.09387755102040816	23	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9982645336136805	0.0017354663863195139	NA	GB081 VInfix	Is there productive infixation in verbs?
GB081	245	222	23	0.09387755102040816	23	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.994537784823237	0.005462215176763037	NA	GB081 VInfix	Is there productive infixation in verbs?
GB081	245	222	23	0.09387755102040816	23	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.995145655972021	0.004854344027979049	NA	GB081 VInfix	Is there productive infixation in verbs?
GB082	259	230	29	0.11196911196911197	29	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9998800948837672	1.1990511623283631e-4	True Negative	GB082 PresentBoundV	Is there overt morphological marking of present tense on verbs?
GB082	259	230	29	0.11196911196911197	29	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.998246092291271	0.0017539077087290102	NA	GB082 PresentBoundV	Is there overt morphological marking of present tense on verbs?
GB082	259	230	29	0.11196911196911197	29	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.993411884889224	0.006588115110775897	NA	GB082 PresentBoundV	Is there overt morphological marking of present tense on verbs?
GB082	259	230	29	0.11196911196911197	29	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9941423543161311	0.005857645683868894	NA	GB082 PresentBoundV	Is there overt morphological marking of present tense on verbs?
GB083	261	220	41	0.15708812260536398	41	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9864281966442761	0.013571803355723906	True Negative	GB083 PastBoundV	Is there overt morphological marking on the verb dedicated to past tense?
GB083	261	220	41	0.15708812260536398	41	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9677271849156176	0.032272815084382414	NA	GB083 PastBoundV	Is there overt morphological marking on the verb dedicated to past tense?
GB083	261	220	41	0.15708812260536398	41	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9221308722612598	0.07786912773874029	NA	GB083 PastBoundV	Is there overt morphological marking on the verb dedicated to past tense?
GB083	261	220	41	0.15708812260536398	41	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9708855775517053	0.029114422448294583	NA	GB083 PastBoundV	Is there overt morphological marking on the verb dedicated to past tense?
GB084	261	214	47	0.18007662835249041	47	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.997469116957999	0.0025308830420009724	True Negative	GB084 FutureBoundV	Is there overt morphological marking on the verb dedicated to future tense?
GB084	261	214	47	0.18007662835249041	47	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.9748000709830023	0.025199929016997694	NA	GB084 FutureBoundV	Is there overt morphological marking on the verb dedicated to future tense?
GB084	261	214	47	0.18007662835249041	47	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9261574454817832	0.07384255451821668	NA	GB084 FutureBoundV	Is there overt morphological marking on the verb dedicated to future tense?
GB084	261	214	47	0.18007662835249041	47	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9723254552248521	0.027674544775147802	NA	GB084 FutureBoundV	Is there overt morphological marking on the verb dedicated to future tense?
GB086	244	148	96	0.39344262295081966	96	Proto-Oceanic	1	NA	NA	NA	NA	NA	NA	Absent	0.9042256788469256	0.09577432115307441	False Negative	GB086 AspectBoundV	Is a morphological distinction between perfective and imperfective aspect available on verbs?
GB086	244	148	96	0.39344262295081966	96	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.8202312314285813	0.17976876857141866	NA	GB086 AspectBoundV	Is a morphological distinction between perfective and imperfective aspect available on verbs?
GB086	244	148	96	0.39344262295081966	96	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9374116412149633	0.06258835878503662	NA	GB086 AspectBoundV	Is a morphological distinction between perfective and imperfective aspect available on verbs?
GB086	244	148	96	0.39344262295081966	96	Proto-Eastern Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.954912311189268	0.04508768881073191	NA	GB086 AspectBoundV	Is a morphological distinction between perfective and imperfective aspect available on verbs?
GB089	267	240	27	0.10112359550561797	27	Proto-Oceanic	0	NA	NA	NA	NA	NA	NA	Absent	0.9940191391347565	0.005980860865243616	True Negative	GB089 S-ArgSfxV	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?
GB089	267	240	27	0.10112359550561797	27	Proto-Central Pacific	NA	NA	NA	NA	NA	NA	NA	Absent	0.877396572212424	0.12260342778757607	NA	GB089 S-ArgSfxV	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?
GB089	267	240	27	0.10112359550561797	27	Proto-Polynesian	NA	NA	NA	NA	NA	NA	NA	Absent	0.9801929482185139	0.019807051781486097	NA	GB089 S-ArgSfxV	Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?
